group_id,group_size,retained,excluded_external_benchmark,source_dataset,original_path,sha256,perceptual_hash,dhash,capture_key
group_9b3006ae765e649f,3,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\valid\images\3501_jpg.rf.12380fe97fda5f2a72ec52d285b94c79.jpg,002ca24ef99cbec30b1019ce8059636c50bb17a9e51632404d73ff8456c02b85,d1cb6b5a4a6a2aaa,c1e0f0f0f0f0f0f8,3501
group_2e242b1ca71c46c1,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\val\yapayzeka_61_2884_jpg.rf.14a93834ce7df3f915d0dca05ea18d6a.jpg,002d748477492b0a6c2c18010ec9c367740741a1bfe01f97a2e2a6ca02df40d7,c2a56a401e85fff8,f0e0f0f0f0e0e0c1,yapayzeka_61_2884
group_2e242b1ca71c46c1,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\2884_jpg.rf.3e543fbf7b0bed67f5a21db3db4913c2.jpg,2986a30afde8333d0d6e9c82a60a67135b50a4f79c5de07d50cbc072f41e16aa,c2a52e401e85fff8,f0e0f0f0f0e0e0c1,2884
group_2e242b1ca71c46c1,3,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\test\images\2884_jpg.rf.4919ab4f8e18cc94fda08a4b5b3fccd4.jpg,01fc5cc1dc34c2c5f9cf4f340d19111d17f6efc27e12292f4a7cc6592b7ecb29,c2a56a401e85fff8,f0e0f0f0f0e0e0c1,2884
group_27f6c0fe30eedd3c,2,True,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230421113215_jpg.rf.10e22ce49419557096f2d6b95a5c9e00.jpg,17a9dde5a7e1c44e57f290e02579fd20e4a30d016a998a83327d20941294ffa7,c1e823cbb0ed43ae,808080908080c08c,img20230421113215
group_27f6c0fe30eedd3c,2,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230421113215_jpg.rf.4e2a84fa66c15ade7d5c458643908836.jpg,00363d98e6ce0f5864aa1db09715b4647f70fdce36f0bc9594b7128069c4407f,c1f823dbb0e543a6,8090808480808288,img20230421113215
group_a3c232229e3db784,7,False,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_1009_1091_jpg.rf.bb0dce812bb20bb46db814d682796f42.jpg,d58d34eafaabc20cb52b063070c41d6b674b71f47fa2f1be40f9960d5f0040e5,d4d2a5b5a1a9a1ae,1000000000002000,yapayzeka_1009_1091
group_a3c232229e3db784,7,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_764_1092_jpg.rf.cbe8199afc39f0b5ea392157c0225594.jpg,dbab892957799490cee7fe0801f6b67d84b11a8e10301770c7ca70c9dde43d35,d4d2a5b5a1a9a1ae,1000000000002000,yapayzeka_764_1092
group_a3c232229e3db784,7,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1092_jpg.rf.7c0781e89837bf290430883fa0d43087.jpg,dbab892957799490cee7fe0801f6b67d84b11a8e10301770c7ca70c9dde43d35,d4d2a5b5a1a9a1ae,1000000000002000,1092
group_a3c232229e3db784,7,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1092_jpg.rf.af708a0882db2ffbc6fb4df435d48a84.jpg,44a1334fd5e29b728c00bc44cb84e0f528d200f720ca54d4daed32f88c4cf2f4,d4d2a5b5a0b9a1ae,1000000000002000,1092
group_a3c232229e3db784,7,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\valid\images\1091_jpg.rf.dad1072e6b680a0b4c20efc203cbd6ff.jpg,d58d34eafaabc20cb52b063070c41d6b674b71f47fa2f1be40f9960d5f0040e5,d4d2a5b5a1a9a1ae,1000000000002000,1091
group_a3c232229e3db784,7,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\1091_jpg.rf.3468978ff58dc9eb3f5729bb304a833d.jpg,0044268281c219ff4b3a0b792a7708a11d34d08ef051f2bf05058ea5341962d0,d4d2a5b5a1a9a1ae,1000000000002000,1091
group_a3c232229e3db784,7,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\1092_jpg.rf.0dc42a5fe534f209ad4714f87f55e413.jpg,40e1578e86eb44cd8143eb778da8533c32128f5ad4b0ea8dbe2b17d82d39c466,d4d2a5b5a1a9a1ae,1000000000002000,1092
group_b0fe0841d396c218,4,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_1348_1354_jpg.rf.7dd55aaca738b71b148347ad8eaabe4f.jpg,004c148780098106857483ab75e7c2051f335e332657c76a2a8ffe9f4ba7d630,c9b4b2ada44b495b,9018000000000000,yapayzeka_1348_1354
group_b0fe0841d396c218,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1354_jpg.rf.2b959044c0256c91a0dd505c5d1f9765.jpg,b6cebed1e6a3c6b34a33f923bb611c5eb82b1e2994d662a894c3708f8486c0a2,c9b4b2ada44b495b,1018000000000000,1354
group_b0fe0841d396c218,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1354_jpg.rf.469e9cc855d3ff1f25c31bedace0462f.jpg,004c148780098106857483ab75e7c2051f335e332657c76a2a8ffe9f4ba7d630,c9b4b2ada44b495b,9018000000000000,1354
group_b0fe0841d396c218,4,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\1354_jpg.rf.509b370217eb97647dc8e0559be162d4.jpg,2e728f4c7d8761e92962838489c33d9e43c6ec51c7e6002cd3125bd8c6381ffb,c9b4b2ada44b495b,9018000000000000,1354
group_8c0ce95462feb772,1,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\angelina_166_angelina_234_IMG_5367.labeled.jpg,0050f95aff808a37946a03a0b6052c56bd300ab084268d549bfe9749d90894e4,d5c06a2a6a3a6a3f,80c6e0f8f0fcf8e0,angelina_166_angelina_234_img_5367.labeled
group_97175f56e7cb6de1,2,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_223_IMG20230421205244_jpg.rf.54942bed0e9f2c3d50c65a88336ae82f.jpg,0066ee085444d476c18b1b0bb6849ce5c44a003233f2a02c1a14a1febedc02c0,d57634c927c23965,e0e0e0e0e0e0e0e0,yapayzeka_223_img20230421205244
group_97175f56e7cb6de1,2,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230421205244_jpg.rf.3037df3032a23fb55da700a7e199f88a.jpg,d3d0e4be7b9944c15c11338d127265ec2aa035c4fbc0fe29164d8e68679782cb,d57634c927c23965,e0e0e0e0e0e0e0e0,img20230421205244
group_4657b2a6664b356b,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_975_3016_jpg.rf.35b381f93586f8b364aed5bb837ba6ef.jpg,006946f9a439fadfd1a9d1ba0aa2dfd90b22e6430616d57ef5f8338ab9a8ef6d,d1e965525a722aea,80d0f0f0f8f8f8f8,yapayzeka_975_3016
group_4657b2a6664b356b,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\3016_jpg.rf.4aedced47dabfb347b073045bc42d0a1.jpg,74513bcc88ef19b8693af9255a3583c8e5174fe3e2d55a7e634504d6ff83b141,d1e965525a722aea,80d0f0f0f8f8f8f8,3016
group_4657b2a6664b356b,3,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\3016_jpg.rf.4ee2e0569f8a3c4d6bba46386ab9c7b2.jpg,8326b93f63f2947b5495fbe9e353d7669cbcd1f29aee195dbad2debfed52fdff,d1e965525a722aea,80d0f0f0f8f8f8f8,3016
group_c1066f4d645f0297,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_1365_3288_jpg.rf.16a78606f3a6e6bad44080da7657f9bd.jpg,3039f4d99263d30b6e277411cb95812364a160182132fdd3e34b41d24f16b09b,daa52a533a5534ad,e0f0f0f0f0f0f1f1,yapayzeka_1365_3288
group_c1066f4d645f0297,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\3288_jpg.rf.2179d07a9c8193e3c3000720b6f6cb1e.jpg,3039f4d99263d30b6e277411cb95812364a160182132fdd3e34b41d24f16b09b,daa52a533a5534ad,e0f0f0f0f0f0f1f1,3288
group_c1066f4d645f0297,3,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\3288_jpg.rf.7bded1cb9c64830d617ef4b420460c1c.jpg,007476736930926311893b5a5cde351497afa204c8dc0dabc741b57f212c0fe5,daa52a533a5534ad,e0f0f0f0f0f0f1f1,3288
group_bdae9589e7350fad,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_1138_3517_jpg.rf.4509ef20fd146203eee9168695931f02.jpg,0078e82457cab86cab6aec60a4be0002239e30da7efcef8f0a1ba7df1f65c02d,d1cb69524a6c6aea,c1e0f0f0f0f0f0f0,yapayzeka_1138_3517
group_bdae9589e7350fad,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\3517_jpg.rf.58f73b3da57f1fe49e30b33263d647e1.jpg,4bc8f7913be46c2703411270548ff785ea00329ae9bea6227f614afe857b150f,d14b6d524a6c6aea,c1e0f0f0f0f0f0f0,3517
group_bdae9589e7350fad,3,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\valid\images\3517_jpg.rf.b46b7a5368629ab6aeb00e1ad52cd002.jpg,115390caf17c30bef6ab1c0146d77c4fd9f298eccb21cc1950ba0ba457e1afad,d1cb69524a6c6aea,c1e0f0f0f0f0f0f0,3517
group_a3735f5773b9a559,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_995_3859_jpg.rf.a07952c527bd2394dc747bdce1567003.jpg,cc0ff3561798ba485b6e40269971dfede3699f80d8d21c9ac08dc81cb02b5676,d1ea29e552c555e4,c0e1e8f8e8e8e0f8,yapayzeka_995_3859
group_a3735f5773b9a559,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\3859_jpg.rf.27b0eff909536a6ca843528f5435befd.jpg,007a9642373093afbcd17e847ed9599149bdc823a557de7c2496d72f7d9309b6,d1eb29e552c555c4,c0e1e8f8e8e8e0f8,3859
group_a3735f5773b9a559,3,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\3859_jpg.rf.a0ef6f9d5a957a730ebcf19d539b3016.jpg,17da7ae48383f6fbdf3d76458e9feaa81e96b161edd07c9057ec290e7aabfd96,d1ea29e552c555e4,c0e1e8f8e8e8e0f8,3859
group_931de04d276eeb38,7,False,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_326_591_jpg.rf.90491d354acce1dff39781c1d5de36e3.jpg,0090d20b778045be430fd12ff2a387df94ad8235c2aa95b7272bf00d7a32a84c,d2a9a5a8a9a5b4d5,0300000000000000,yapayzeka_326_591
group_931de04d276eeb38,7,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\val\yapayzeka_71_590_jpg.rf.64ef8a36b79d8a789c2eecf053d62e67.jpg,24607fdd9f6b24c894f07d37171c48604a7365c59d31cc585a0d937edac7a4a2,d2a9a5a8a9a5b4d5,0300000000000000,yapayzeka_71_590
group_931de04d276eeb38,7,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\590_jpg.rf.10ef96fa6d74b09a3bc6b18fe731309c.jpg,24607fdd9f6b24c894f07d37171c48604a7365c59d31cc585a0d937edac7a4a2,d2a9a5a8a9a5b4d5,0300000000000000,590
group_931de04d276eeb38,7,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\590_jpg.rf.a25046a689c7dd9f4a35ce0dc63c0f79.jpg,0ded1d6c5482fa375fc7bacb1dcbe85993ed9ae89f7b221b668da6e8f92d7294,d2a9a5aca9a594d5,0300000000000000,590
group_931de04d276eeb38,7,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\591_jpg.rf.b125f5d7b4778e2146248c77cc8485cc.jpg,0090d20b778045be430fd12ff2a387df94ad8235c2aa95b7272bf00d7a32a84c,d2a9a5a8a9a5b4d5,0300000000000000,591
group_931de04d276eeb38,7,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\590_jpg.rf.78d576e19da3f42d044c32c65446ab68.jpg,c4864457964d9471111ae16a0efdd55b650246986c05244a60480f42b97d3ae6,d2a9a5a8a9a5b4d5,0300000000000000,590
group_931de04d276eeb38,7,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\591_jpg.rf.9ea26a54b4e4ee37b4844ba3a0c6f5cf.jpg,d8c777ac34a1adf70cc95350e25853bd1db6f98807fae7b929f7348aeeb59324,d2a9a5a8a9a5b4d5,0300000000000000,591
group_8c1347304a75e0f7,6,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_194_618_jpg.rf.b75a42e27212c549821c7cea20f9dcf0.jpg,9a39b21797644389dc12e0ed6540179e34b7f6435fb74bd2f33d7de6aab1aef1,d2aba5a4a9ada1d1,0300000000000000,yapayzeka_194_618
group_8c1347304a75e0f7,6,False,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_264_617_jpg.rf.0c0307775f7f9c70254ef395abd7b525.jpg,00a40378359dbe6ba319ded13018880d34b7aecf18dc477a841b32c7aa87accd,d2aba5a4a9ada1d1,0300000000000000,yapayzeka_264_617
group_8c1347304a75e0f7,6,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\617_jpg.rf.2cc2729c1b4bc29875fa46eaadc9e58c.jpg,692761c790a0159f64a59bb18c88e56f530a96f4a2791e2dbb79c748c9f4040a,d2aba5a4a9ada1d1,0300000000000000,617
group_8c1347304a75e0f7,6,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\618_jpg.rf.319ec431a516fe3b379904afd05298a5.jpg,ee3eca4fb8a59338c6367cbadb119226d5f60efb3f95e5ff82057fb0324da10b,d2aba5a4a9ada1d1,0300000000000000,618
group_8c1347304a75e0f7,6,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\617_jpg.rf.8a7f5f593ae53510ea8a6386e1f8f2b0.jpg,bde03353f1fafa4584a131231e966f312455574a26b058ea2dc33d5118355355,d2aba5a4a9ada1d1,0300000000000000,617
group_8c1347304a75e0f7,6,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\618_jpg.rf.5ef84cb16083d21dba8cb681203105c9.jpg,770500a50cc6dd402fcc47da2b287cc0669a1712a1892b09efe90e3abe136ae0,d2aba5a4a9ada1d1,0300000000000000,618
group_20213bdcc245e179,4,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_941_600_jpg.rf.0746098e1524081564e561afdb17348e.jpg,6b73cbcc39b7c6ef20e90367ca9b40a87f3ad74d2d110647e21b825269795c86,d2a9a4a4a9a5b5d5,0300000000000000,yapayzeka_941_600
group_20213bdcc245e179,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\600_jpg.rf.5bfd8913585c1ed0260abfc5cb6d86c0.jpg,6b73cbcc39b7c6ef20e90367ca9b40a87f3ad74d2d110647e21b825269795c86,d2a9a4a4a9a5b5d5,0300000000000000,600
group_20213bdcc245e179,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\600_jpg.rf.67ba13b8585f3ef35b6e1d50f6b30d69.jpg,d5ad48fa0492158b9c526aadc79409f9091be6c03cae80fd55aa1159bb2c9ada,d2a9a4a4a9a5b5d5,0300000000000000,600
group_20213bdcc245e179,4,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\600_jpg.rf.40e9f4fe94ec9de42491aa4852f4f239.jpg,00a990e06ca332cc55ef778c72fbe80e7b5afa358536e99cce6603e9be2913ff,d2a9a4a4a9a5b5d5,0300000000000000,600
group_bb4242eb309cc73a,4,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_1140_1339_jpg.rf.6f8a2e97ab6b0202adac3a8cb1abcfc9.jpg,00d6621cf3d9b8cee69c1d200977832fd4ec12667a4e0d94e9df3cd52a94cb31,c9b4b2ada44b495b,8028000000000000,yapayzeka_1140_1339
group_bb4242eb309cc73a,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1339_jpg.rf.33a55be7baf4ddbf65eb0731be3281b4.jpg,09ac319395c4fcde97fc8ce0c83677d92ffbc7e44775984ca8e0fa5bfc0d46af,c9b4b2ada44b495b,0028000000000000,1339
group_bb4242eb309cc73a,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1339_jpg.rf.832e0fea0454e197ea5acac6b90bbd46.jpg,00d6621cf3d9b8cee69c1d200977832fd4ec12667a4e0d94e9df3cd52a94cb31,c9b4b2ada44b495b,8028000000000000,1339
group_bb4242eb309cc73a,4,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\1339_jpg.rf.da8e28b1e56e000e48272366b919f4d9.jpg,4154a5e39e346af1796c45d53dd86982debbe66c4cd92dfab17cc8471bd83abd,c9b4b2ada44b495b,8028000000000000,1339
group_7d1c05df32d736d5,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_710_4090_jpg.rf.c28a348e805dc8042c7d4e07c2024af8.jpg,7ed9e5af825d89f839be03e617fe27550949a249aa59ba7408d4aa62e01c492c,c1d466f126e3c2b3,80f0f0f0d0c1c1c1,yapayzeka_710_4090
group_7d1c05df32d736d5,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\4090_jpg.rf.6a2df837e68d9c8e6fb8a4d85f3b7a18.jpg,1198a54cf759020ceaa8b4d46e4c7131a4c66cd12766d9f2619d6d0a504c6355,c9d466f126e3c0b3,80f0d0f0d0c1c1c1,4090
group_7d1c05df32d736d5,3,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\4090_jpg.rf.513918e8c5cb91482a30cbfa50f40099.jpg,00e6232f7a50f6ee820488bad1b8be0a3c4b820373b9ddbc43bb5a81c863fb35,c1d466f126e3c2b3,80f0f0f0d0c1c1c1,4090
group_0d3bafe2b04de686,4,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\val\yapayzeka_228_896_jpg.rf.818422f97cab7606b60a8409f7e33251.jpg,00e9d078e6341b9d14befaf096bb73065ca67ed285cd917a051901446449170a,dba5b6a9a55a4950,d008000000000000,yapayzeka_228_896
group_0d3bafe2b04de686,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\896_jpg.rf.4f7cd49ad06507c513d8c9aca806755c.jpg,cc85742c7f18c93dea4fe9dfe26014bd48313b5bc2ca809dba2ea0502b198a72,dba5b6a9a55a4950,9008000000000000,896
group_0d3bafe2b04de686,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\896_jpg.rf.d7e6a1f635995b07080dda416eb84250.jpg,00e9d078e6341b9d14befaf096bb73065ca67ed285cd917a051901446449170a,dba5b6a9a55a4950,d008000000000000,896
group_0d3bafe2b04de686,4,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\896_jpg.rf.73906c6470644bf28862b5f3f6e7f1b6.jpg,fc4aa19d327248cfe34a49629a1f499e1aa7de5fe368d0cf50c9bb17c7508526,dba5b6a9a55a4950,d008000000000000,896
group_e1cc189163c7e690,4,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_1066_1072_jpg.rf.2884db1c16fa327125693a77c594e0c1.jpg,665db86b1489195d4e4d53b12d1f75d11b361c68ee8425483ac4fc8ead70dd4b,dacbb4b4a5a5a4a8,8000000000000000,yapayzeka_1066_1072
group_e1cc189163c7e690,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1072_jpg.rf.642a9322eaf7e0b5097b4a0e78100de4.jpg,665db86b1489195d4e4d53b12d1f75d11b361c68ee8425483ac4fc8ead70dd4b,dacbb4b4a5a5a4a8,8000000000000000,1072
group_e1cc189163c7e690,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1072_jpg.rf.ca0b6323b264dd57c79d31a3d8771ebb.jpg,c90c108716409dbc498a5c75fde607d5719d51d397b266a584d97f60b3325db9,dacbb4b4a5a5a4a8,0000000000000000,1072
