source,split,type,path,detail
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 2: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 3: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 4: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 5: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 6: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 7: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 8: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 9: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 10: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 11: expected 5 columns got 13
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 12: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 13: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 14: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 15: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 16: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 17: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 18: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 19: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 20: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 21: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 22: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 23: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 24: expected 5 columns got 11
asmitha__dataset,train,invalid_label_columns,asmitha/dataset/train/labels/db16_png.rf.7eba610993ce256a317c2e291bbdb18c.txt,line 25: expected 5 columns got 11
braille_hackathon_siddhant__dataset,train,missing_split_images_dir,braille_hackathon_siddhant/dataset/data.yaml,images/train
braille_hackathon_siddhant__dataset,train,missing_split_labels_dir,braille_hackathon_siddhant/dataset/data.yaml,braille_hackathon_siddhant/dataset/dataset/labels/train
braille_hackathon_siddhant__dataset,val,missing_split_images_dir,braille_hackathon_siddhant/dataset/data.yaml,images/val
braille_hackathon_siddhant__dataset,val,missing_split_labels_dir,braille_hackathon_siddhant/dataset/data.yaml,braille_hackathon_siddhant/dataset/dataset/labels/val
braille_hackathon_siddhant__dataset,test,missing_split_images_dir,braille_hackathon_siddhant/dataset/data.yaml,images/test
braille_hackathon_siddhant__dataset,test,missing_split_labels_dir,braille_hackathon_siddhant/dataset/data.yaml,braille_hackathon_siddhant/dataset/dataset/labels/test
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 1: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 2: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 3: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 4: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 5: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 6: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 7: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 8: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 9: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 10: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 11: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 12: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 13: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 14: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 15: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 16: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 17: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 18: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 19: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 20: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 21: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 22: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 23: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 24: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 25: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 26: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 27: expected 5 columns got 13
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1059_db14_png_jpg.rf.aaa6f1b49a9bba2498899733035493f2.txt,line 28: expected 5 columns got 13
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1169_db13_jpg.rf.2f57a371ab81d991616c715bb035c8ad.txt,line 1: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1169_db13_jpg.rf.2f57a371ab81d991616c715bb035c8ad.txt,line 2: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1169_db13_jpg.rf.2f57a371ab81d991616c715bb035c8ad.txt,line 3: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_1169_db13_jpg.rf.2f57a371ab81d991616c715bb035c8ad.txt,line 4: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 1: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 2: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 3: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 4: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 5: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 6: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 7: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 8: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 9: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 10: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 11: expected 5 columns got 13
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 12: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 13: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 14: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 15: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 16: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 17: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 18: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 19: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 20: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 21: expected 5 columns got 11
prabh-decoders-braillevision__dataset__braille_merged,train,invalid_label_columns,prabh-decoders-braillevision/dataset/braille_merged/labels/train/yapayzeka_232_db16_png_jpg.rf.3d6f16520192e80805f7fbb2a15f749d.txt,line 22: expected 5 columns got 11
